DV,NPV,Offset,Estado,Marco,DF
0x2151A,0x21,0x51A,FALLO,0,0x51A
0x359AC,0x35,0x9AC,FALLO,1,0x19AC
0x76BC3,0x76,0xBC3,FALLO,2,0x2BC3
0x1F9EA,0x1F,0x9EA,FALLO,3,0x39EA
0x33E77,0x33,0xE77,FALLO,4,0x4E77
0x4CECA,0x4C,0xECA,FALLO,5,0x5ECA
0x4F756,0x4F,0x756,FALLO,6,0x6756
0x32EF,0x3,0x2EF,FALLO,7,0x72EF
0x763A8,0x76,0x3A8,HIT,2,0x23A8
0x5DB6A,0x5D,0xB6A,FALLO,8,0x8B6A
0x35F58,0x35,0xF58,HIT,1,0x1F58
0x63E90,0x63,0xE90,FALLO,9,0x9E90
0x20DDF,0x20,0xDDF,FALLO,10,0xADDF
0x417,0x0,0x417,FALLO,11,0xB417
0x2BAC,0x2,0xBAC,FALLO,12,0xCBAC
0x6674C,0x66,0x74C,FALLO,13,0xD74C
0x7C5A9,0x7C,0x5A9,FALLO,14,0xE5A9
0x7DB6C,0x7D,0xB6C,FALLO,15,0xFB6C
0x392FE,0x39,0x2FE,FALLO,0,0x2FE
0x2315E,0x23,0x15E,FALLO,1,0x115E
0x231BA,0x23,0x1BA,HIT,1,0x11BA
0x75A9B,0x75,0xA9B,FALLO,2,0x2A9B
0x292D,0x2,0x92D,HIT,12,0xC92D
0x717E,0x7,0x17E,FALLO,3,0x317E
0x46431,0x46,0x431,FALLO,4,0x4431
0x31BF8,0x31,0xBF8,FALLO,5,0x5BF8
0x610CF,0x61,0xCF,FALLO,6,0x60CF
0x480FF,0x48,0xFF,FALLO,7,0x70FF
0x44E9F,0x44,0xE9F,FALLO,8,0x8E9F
0x20751,0x20,0x751,HIT,10,0xA751
0x59F1C,0x59,0xF1C,FALLO,9,0x9F1C
0x68E3B,0x68,0xE3B,FALLO,11,0xBE3B
0x36ED9,0x36,0xED9,FALLO,13,0xDED9
0x12C96,0x12,0xC96,FALLO,14,0xEC96
0x62A1B,0x62,0xA1B,FALLO,15,0xFA1B
0x153F5,0x15,0x3F5,FALLO,10,0xA3F5
0x7B60E,0x7B,0x60E,FALLO,12,0xC60E
0x53AC6,0x53,0xAC6,FALLO,0,0xAC6
0x16144,0x16,0x144,FALLO,1,0x1144
0x54886,0x54,0x886,FALLO,2,0x2886
0xB811,0xB,0x811,FALLO,3,0x3811
0x1FF8A,0x1F,0xF8A,FALLO,4,0x4F8A
0x23A34,0x23,0xA34,FALLO,5,0x5A34
0x3ED7F,0x3E,0xD7F,FALLO,6,0x6D7F
0x1872D,0x18,0x72D,FALLO,7,0x772D
0xFC10,0xF,0xC10,FALLO,8,0x8C10
0x5FCD5,0x5F,0xCD5,FALLO,9,0x9CD5
0x352B2,0x35,0x2B2,FALLO,11,0xB2B2
0x29EA9,0x29,0xEA9,FALLO,13,0xDEA9
0x4BCEA,0x4B,0xCEA,FALLO,14,0xECEA
0x25491,0x25,0x491,FALLO,15,0xF491
0x1C349,0x1C,0x349,FALLO,10,0xA349
0x1EFEF,0x1E,0xFEF,FALLO,12,0xCFEF
0x7D06B,0x7D,0x6B,FALLO,0,0x6B
0x7136B,0x71,0x36B,FALLO,1,0x136B
0x592C9,0x59,0x2C9,FALLO,2,0x22C9
0x44BF2,0x44,0xBF2,FALLO,3,0x3BF2
0x4DD00,0x4D,0xD00,FALLO,4,0x4D00
0x40346,0x40,0x346,FALLO,5,0x5346
0xE2B0,0xE,0x2B0,FALLO,6,0x62B0
0x5F89D,0x5F,0x89D,HIT,9,0x989D
0x2AEA,0x2,0xAEA,FALLO,7,0x7AEA
0x2ACF2,0x2A,0xCF2,FALLO,8,0x8CF2
0x7675F,0x76,0x75F,FALLO,11,0xB75F
0x5241A,0x52,0x41A,FALLO,13,0xD41A
0x1D808,0x1D,0x808,FALLO,14,0xE808
0x65C57,0x65,0xC57,FALLO,15,0xFC57
0x213E1,0x21,0x3E1,FALLO,9,0x93E1
0x2F85,0x2,0xF85,HIT,7,0x7F85
0x4D2D3,0x4D,0x2D3,HIT,4,0x42D3
0x77B95,0x77,0xB95,FALLO,10,0xAB95
0x7A964,0x7A,0x964,FALLO,12,0xC964
0x4C8FC,0x4C,0x8FC,FALLO,0,0x8FC
0x78A7D,0x78,0xA7D,FALLO,1,0x1A7D
0x4D8F9,0x4D,0x8F9,HIT,4,0x48F9
0x3224F,0x32,0x24F,FALLO,2,0x224F
0x69B8E,0x69,0xB8E,FALLO,3,0x3B8E
0x1E441,0x1E,0x441,FALLO,5,0x5441
0x6F296,0x6F,0x296,FALLO,6,0x6296
0x12B30,0x12,0xB30,FALLO,8,0x8B30
0x1024F,0x10,0x24F,FALLO,11,0xB24F
0x6E4D9,0x6E,0x4D9,FALLO,13,0xD4D9
0x6002C,0x60,0x2C,FALLO,14,0xE02C
0x14421,0x14,0x421,FALLO,15,0xF421
0x555F9,0x55,0x5F9,FALLO,4,0x45F9
0x66905,0x66,0x905,FALLO,7,0x7905
0x75B27,0x75,0xB27,FALLO,9,0x9B27
0x37D6,0x3,0x7D6,FALLO,10,0xA7D6
0x204D8,0x20,0x4D8,FALLO,12,0xC4D8
0x79654,0x79,0x654,FALLO,0,0x654
0x619CE,0x61,0x9CE,FALLO,1,0x19CE
0x6B79D,0x6B,0x79D,FALLO,2,0x279D
0x7548F,0x75,0x48F,HIT,9,0x948F
0x2BE31,0x2B,0xE31,FALLO,3,0x3E31
0x433E0,0x43,0x3E0,FALLO,5,0x53E0
0x48208,0x48,0x208,FALLO,6,0x6208
0x724EA,0x72,0x4EA,FALLO,8,0x84EA
0x53A87,0x53,0xA87,FALLO,11,0xBA87
0x31171,0x31,0x171,FALLO,13,0xD171
0x61256,0x61,0x256,HIT,1,0x1256
0x4CC27,0x4C,0xC27,FALLO,14,0xEC27
0x6BC8D,0x6B,0xC8D,HIT,2,0x2C8D
0x311DE,0x31,0x1DE,HIT,13,0xD1DE
0x67A6B,0x67,0xA6B,FALLO,15,0xFA6B
0x43D68,0x43,0xD68,HIT,5,0x5D68
0x33379,0x33,0x379,FALLO,4,0x4379
0x1766A,0x17,0x66A,FALLO,7,0x766A
0x1730E,0x17,0x30E,HIT,7,0x730E
0x6483E,0x64,0x83E,FALLO,9,0x983E
0x4F6D5,0x4F,0x6D5,FALLO,10,0xA6D5
0x31DB3,0x31,0xDB3,HIT,13,0xDDB3
0x5C326,0x5C,0x326,FALLO,12,0xC326
0x77D9B,0x77,0xD9B,FALLO,0,0xD9B
0x14623,0x14,0x623,FALLO,1,0x1623
0x27E88,0x27,0xE88,FALLO,2,0x2E88
0x1CDAD,0x1C,0xDAD,FALLO,3,0x3DAD
0x64A2A,0x64,0xA2A,HIT,9,0x9A2A
0x72B1,0x7,0x2B1,FALLO,5,0x52B1
0x636A,0x6,0x36A,FALLO,6,0x636A
0x44362,0x44,0x362,FALLO,8,0x8362
0x1DE30,0x1D,0xE30,FALLO,11,0xBE30
0x11D53,0x11,0xD53,FALLO,13,0xDD53
0x5D5C9,0x5D,0x5C9,FALLO,14,0xE5C9
0x1EB44,0x1E,0xB44,FALLO,15,0xFB44
0x79389,0x79,0x389,FALLO,4,0x4389
0x49BE9,0x49,0xBE9,FALLO,7,0x7BE9
0x21649,0x21,0x649,FALLO,9,0x9649
0x95D7,0x9,0x5D7,FALLO,10,0xA5D7
0x46CEF,0x46,0xCEF,FALLO,12,0xCCEF
0x71CF7,0x71,0xCF7,FALLO,0,0xCF7
0x1BB0,0x1,0xBB0,FALLO,1,0x1BB0
0x3446E,0x34,0x46E,FALLO,2,0x246E
0xBFD,0x0,0xBFD,FALLO,3,0x3BFD
0xA8B1,0xA,0x8B1,FALLO,5,0x58B1
0x56EC3,0x56,0xEC3,FALLO,6,0x6EC3
0x546A8,0x54,0x6A8,FALLO,8,0x86A8
0x75FC0,0x75,0xFC0,FALLO,11,0xBFC0
0x65CBC,0x65,0xCBC,FALLO,13,0xDCBC
0x12E02,0x12,0xE02,FALLO,14,0xEE02
0x4CAEC,0x4C,0xAEC,FALLO,15,0xFAEC
0x6D614,0x6D,0x614,FALLO,4,0x4614
0x49BB1,0x49,0xBB1,HIT,7,0x7BB1
0xFC6E,0xF,0xC6E,FALLO,9,0x9C6E
0x1F56B,0x1F,0x56B,FALLO,10,0xA56B
0x3A601,0x3A,0x601,FALLO,12,0xC601
0x3545E,0x35,0x45E,FALLO,0,0x45E
0x24E40,0x24,0xE40,FALLO,1,0x1E40
0x20FC7,0x20,0xFC7,FALLO,2,0x2FC7
0x2AC58,0x2A,0xC58,FALLO,3,0x3C58
0x237A,0x2,0x37A,FALLO,5,0x537A
0x273,0x0,0x273,FALLO,6,0x6273
0x70CF4,0x70,0xCF4,FALLO,7,0x7CF4
0x41C36,0x41,0xC36,FALLO,8,0x8C36
0x151F3,0x15,0x1F3,FALLO,11,0xB1F3
0x4B6E9,0x4B,0x6E9,FALLO,13,0xD6E9
0x41C3A,0x41,0xC3A,HIT,8,0x8C3A
0x6E820,0x6E,0x820,FALLO,14,0xE820
0x432D,0x4,0x32D,FALLO,15,0xF32D
0x7F51B,0x7F,0x51B,FALLO,4,0x451B
0x6A420,0x6A,0x420,FALLO,9,0x9420
0x40C07,0x40,0xC07,FALLO,10,0xAC07
0x42EA2,0x42,0xEA2,FALLO,12,0xCEA2
0x63EA6,0x63,0xEA6,FALLO,0,0xEA6
0x32334,0x32,0x334,FALLO,1,0x1334
0x2E9E,0x2,0xE9E,HIT,5,0x5E9E
0x7BD1C,0x7B,0xD1C,FALLO,2,0x2D1C
0x78B00,0x78,0xB00,FALLO,3,0x3B00
0x24AAD,0x24,0xAAD,FALLO,6,0x6AAD
0x4AC13,0x4A,0xC13,FALLO,7,0x7C13
0x77146,0x77,0x146,FALLO,8,0x8146
0x65294,0x65,0x294,FALLO,11,0xB294
0x17D4B,0x17,0xD4B,FALLO,13,0xDD4B
0x58647,0x58,0x647,FALLO,14,0xE647
0x39D39,0x39,0xD39,FALLO,15,0xFD39
0x5BC80,0x5B,0xC80,FALLO,4,0x4C80
0x55D16,0x55,0xD16,FALLO,5,0x5D16
0x473AA,0x47,0x3AA,FALLO,9,0x93AA
0x5CE41,0x5C,0xE41,FALLO,10,0xAE41
0x7F1C1,0x7F,0x1C1,FALLO,12,0xC1C1
0x43B00,0x43,0xB00,FALLO,0,0xB00
0x19B87,0x19,0xB87,FALLO,1,0x1B87
0x601AE,0x60,0x1AE,FALLO,2,0x21AE
0x616AA,0x61,0x6AA,FALLO,3,0x36AA
0x31CBE,0x31,0xCBE,FALLO,6,0x6CBE
0x5E38E,0x5E,0x38E,FALLO,7,0x738E
0x81BD,0x8,0x1BD,FALLO,8,0x81BD
0x3A591,0x3A,0x591,FALLO,11,0xB591
0x15C14,0x15,0xC14,FALLO,13,0xDC14
0x5C8A3,0x5C,0x8A3,HIT,10,0xA8A3
0x1AC21,0x1A,0xC21,FALLO,14,0xEC21
0x3803B,0x38,0x3B,FALLO,15,0xF03B
0x3186D,0x31,0x86D,HIT,6,0x686D
0x16380,0x16,0x380,FALLO,4,0x4380
0x77CEF,0x77,0xCEF,FALLO,5,0x5CEF
0x31EFE,0x31,0xEFE,HIT,6,0x6EFE
0x50DCA,0x50,0xDCA,FALLO,9,0x9DCA
0x6B18E,0x6B,0x18E,FALLO,12,0xC18E
0x6B65B,0x6B,0x65B,HIT,12,0xC65B
0x8228,0x8,0x228,HIT,8,0x8228
0x74ACB,0x74,0xACB,FALLO,0,0xACB
0x37042,0x37,0x42,FALLO,1,0x1042
0x286A7,0x28,0x6A7,FALLO,2,0x26A7
0x49027,0x49,0x27,FALLO,3,0x3027
0x516AB,0x51,0x6AB,FALLO,6,0x66AB
0x4C357,0x4C,0x357,FALLO,7,0x7357
0x68CBD,0x68,0xCBD,FALLO,10,0xACBD
0xB985,0xB,0x985,FALLO,11,0xB985
0x1B058,0x1B,0x58,FALLO,13,0xD058
0x4855E,0x48,0x55E,FALLO,14,0xE55E
0x7DEE2,0x7D,0xEE2,FALLO,15,0xFEE2
0x7CBAB,0x7C,0xBAB,FALLO,4,0x4BAB
0x2E7F3,0x2E,0x7F3,FALLO,5,0x57F3
0x5A4F,0x5,0xA4F,FALLO,8,0x8A4F
0x2228D,0x22,0x28D,FALLO,9,0x928D
0x38714,0x38,0x714,FALLO,12,0xC714
0x6C076,0x6C,0x76,FALLO,0,0x76
0x76792,0x76,0x792,FALLO,1,0x1792
0x73A5E,0x73,0xA5E,FALLO,2,0x2A5E
0x7B316,0x7B,0x316,FALLO,3,0x3316
0x58291,0x58,0x291,FALLO,6,0x6291
0x10646,0x10,0x646,FALLO,7,0x7646
0x6B183,0x6B,0x183,FALLO,10,0xA183
0x1BF42,0x1B,0xF42,HIT,13,0xDF42
0x58829,0x58,0x829,HIT,6,0x6829
0xFA07,0xF,0xA07,FALLO,11,0xBA07
0x6F7C5,0x6F,0x7C5,FALLO,14,0xE7C5
0x372F3,0x37,0x2F3,FALLO,15,0xF2F3
0x65416,0x65,0x416,FALLO,4,0x4416
0x50F3B,0x50,0xF3B,FALLO,5,0x5F3B
0x5EA73,0x5E,0xA73,FALLO,8,0x8A73
0xA017,0xA,0x17,FALLO,9,0x9017
0x9159,0x9,0x159,FALLO,12,0xC159
0x1632F,0x16,0x32F,FALLO,13,0xD32F
0x7C2FE,0x7C,0x2FE,FALLO,0,0x2FE
0x41EA1,0x41,0xEA1,FALLO,1,0x1EA1
0x2CEF9,0x2C,0xEF9,FALLO,2,0x2EF9
0x44B82,0x44,0xB82,FALLO,3,0x3B82
0x28357,0x28,0x357,FALLO,6,0x6357
0x4F566,0x4F,0x566,FALLO,7,0x7566
0x4B687,0x4B,0x687,FALLO,10,0xA687
0x23209,0x23,0x209,FALLO,11,0xB209
0x7E636,0x7E,0x636,FALLO,14,0xE636
0x20C26,0x20,0xC26,FALLO,15,0xFC26
0x55C8A,0x55,0xC8A,FALLO,4,0x4C8A
0x74D75,0x74,0xD75,FALLO,5,0x5D75
0x7E314,0x7E,0x314,HIT,14,0xE314
0x57340,0x57,0x340,FALLO,8,0x8340
0x38DD1,0x38,0xDD1,FALLO,9,0x9DD1
0x3A2E8,0x3A,0x2E8,FALLO,12,0xC2E8
0x65DEF,0x65,0xDEF,FALLO,13,0xDDEF
0x26F34,0x26,0xF34,FALLO,0,0xF34
0x1D41D,0x1D,0x41D,FALLO,1,0x141D
0x34110,0x34,0x110,FALLO,2,0x2110
0x605D,0x6,0x5D,FALLO,3,0x305D
0x7E12E,0x7E,0x12E,HIT,14,0xE12E
0x77F70,0x77,0xF70,FALLO,6,0x6F70
0x33C2A,0x33,0xC2A,FALLO,7,0x7C2A
0x1438C,0x14,0x38C,FALLO,10,0xA38C
0x3EEF5,0x3E,0xEF5,FALLO,11,0xBEF5
0x3D10C,0x3D,0x10C,FALLO,15,0xF10C
0x59E22,0x59,0xE22,FALLO,4,0x4E22
0x763B0,0x76,0x3B0,FALLO,5,0x53B0
0x11CD1,0x11,0xCD1,FALLO,8,0x8CD1
0x4061D,0x40,0x61D,FALLO,9,0x961D
0x4CFB8,0x4C,0xFB8,FALLO,12,0xCFB8
0x4A1AA,0x4A,0x1AA,FALLO,13,0xD1AA
0x8204,0x8,0x204,FALLO,14,0xE204
0x3C364,0x3C,0x364,FALLO,0,0x364
0x107C0,0x10,0x7C0,FALLO,1,0x17C0
0x5B8D5,0x5B,0x8D5,FALLO,2,0x28D5
0x644FA,0x64,0x4FA,FALLO,3,0x34FA
0x4D39,0x4,0xD39,FALLO,6,0x6D39
0x3DFAA,0x3D,0xFAA,HIT,15,0xFFAA
0xA61B,0xA,0x61B,FALLO,7,0x761B
0x4DDE7,0x4D,0xDE7,FALLO,10,0xADE7
0x688BA,0x68,0x8BA,FALLO,11,0xB8BA
0x7708D,0x77,0x8D,FALLO,4,0x408D
0x38B03,0x38,0xB03,FALLO,5,0x5B03
0x3DA28,0x3D,0xA28,HIT,15,0xFA28
0x67F3C,0x67,0xF3C,FALLO,8,0x8F3C
0x6F2BD,0x6F,0x2BD,FALLO,9,0x92BD
0x56D3E,0x56,0xD3E,FALLO,12,0xCD3E
0x7C24C,0x7C,0x24C,FALLO,13,0xD24C
0x1BB71,0x1B,0xB71,FALLO,14,0xEB71
0x12E5A,0x12,0xE5A,FALLO,0,0xE5A
0x1D0C1,0x1D,0xC1,FALLO,1,0x10C1
0x3E196,0x3E,0x196,FALLO,2,0x2196
0x1640,0x1,0x640,FALLO,3,0x3640
0x7BABB,0x7B,0xABB,FALLO,6,0x6ABB
0x1B1EA,0x1B,0x1EA,HIT,14,0xE1EA
0x9C66,0x9,0xC66,FALLO,7,0x7C66
0x35873,0x35,0x873,FALLO,10,0xA873
0x27E8B,0x27,0xE8B,FALLO,11,0xBE8B
0x22EA4,0x22,0xEA4,FALLO,15,0xFEA4
0x3F1D1,0x3F,0x1D1,FALLO,4,0x41D1
0x1F790,0x1F,0x790,FALLO,5,0x5790
0x65076,0x65,0x76,FALLO,8,0x8076
0x7F37A,0x7F,0x37A,FALLO,9,0x937A
0x3AC53,0x3A,0xC53,FALLO,12,0xCC53
0x3ABFF,0x3A,0xBFF,HIT,12,0xCBFF
0x7A84A,0x7A,0x84A,FALLO,13,0xD84A
0x34775,0x34,0x775,FALLO,14,0xE775
0x211BB,0x21,0x1BB,FALLO,0,0x1BB
0x1F72,0x1,0xF72,HIT,3,0x3F72
0x44393,0x44,0x393,FALLO,1,0x1393
0x45CE3,0x45,0xCE3,FALLO,2,0x2CE3
0x50245,0x50,0x245,FALLO,6,0x6245
0x31FB8,0x31,0xFB8,FALLO,7,0x7FB8
0x6C865,0x6C,0x865,FALLO,10,0xA865
0x4EB5E,0x4E,0xB5E,FALLO,11,0xBB5E
0x6B00C,0x6B,0xC,FALLO,15,0xF00C
0x5CA3D,0x5C,0xA3D,FALLO,3,0x3A3D
0x2590F,0x25,0x90F,FALLO,4,0x490F
0x76494,0x76,0x494,FALLO,5,0x5494
0x3B922,0x3B,0x922,FALLO,8,0x8922
0x4059B,0x40,0x59B,FALLO,9,0x959B
0x6F472,0x6F,0x472,FALLO,12,0xC472
0x1F493,0x1F,0x493,FALLO,13,0xD493
0x575,0x0,0x575,FALLO,14,0xE575
0x5C1FC,0x5C,0x1FC,HIT,3,0x31FC
0x68062,0x68,0x62,FALLO,0,0x62
0x49172,0x49,0x172,FALLO,1,0x1172
0x1D4FD,0x1D,0x4FD,FALLO,2,0x24FD
0x4AC73,0x4A,0xC73,FALLO,6,0x6C73
0x5B84E,0x5B,0x84E,FALLO,7,0x784E
0x28F54,0x28,0xF54,FALLO,10,0xAF54
0x62026,0x62,0x26,FALLO,11,0xB026
0x658C4,0x65,0x8C4,FALLO,15,0xF8C4
0x4F77B,0x4F,0x77B,FALLO,3,0x377B
0x5E62D,0x5E,0x62D,FALLO,4,0x462D
0x100C5,0x10,0xC5,FALLO,5,0x50C5
0x61357,0x61,0x357,FALLO,8,0x8357
0x10B35,0x10,0xB35,HIT,5,0x5B35
0x4DE5F,0x4D,0xE5F,FALLO,9,0x9E5F
0x5A626,0x5A,0x626,FALLO,12,0xC626
0x3ACFF,0x3A,0xCFF,FALLO,13,0xDCFF
0x57609,0x57,0x609,FALLO,14,0xE609
0x5CE6,0x5,0xCE6,FALLO,0,0xCE6
0x29218,0x29,0x218,FALLO,1,0x1218
0x2B2AC,0x2B,0x2AC,FALLO,2,0x22AC
0x7A4B5,0x7A,0x4B5,FALLO,6,0x64B5
0x3B4E1,0x3B,0x4E1,FALLO,7,0x74E1
0x56CFB,0x56,0xCFB,FALLO,10,0xACFB
0x16AF4,0x16,0xAF4,FALLO,11,0xBAF4
0x161CE,0x16,0x1CE,HIT,11,0xB1CE
0x4CEA6,0x4C,0xEA6,FALLO,15,0xFEA6
0x18808,0x18,0x808,FALLO,3,0x3808
0x517FF,0x51,0x7FF,FALLO,4,0x47FF
0x41CEE,0x41,0xCEE,FALLO,5,0x5CEE
0x5F8E6,0x5F,0x8E6,FALLO,8,0x88E6
0x31F72,0x31,0xF72,FALLO,9,0x9F72
0x28B2F,0x28,0xB2F,FALLO,12,0xCB2F
0x7BB6,0x7,0xBB6,FALLO,13,0xDBB6
0x26F7A,0x26,0xF7A,FALLO,14,0xEF7A
0x51956,0x51,0x956,HIT,4,0x4956
0x2E5DB,0x2E,0x5DB,FALLO,0,0x5DB
0xD601,0xD,0x601,FALLO,1,0x1601
0x1609C,0x16,0x9C,HIT,11,0xB09C
0x1560F,0x15,0x60F,FALLO,2,0x260F
0x985,0x0,0x985,FALLO,6,0x6985
0x601E3,0x60,0x1E3,FALLO,7,0x71E3
0x2EB5F,0x2E,0xB5F,HIT,0,0xB5F
0x746CC,0x74,0x6CC,FALLO,10,0xA6CC
0x59F60,0x59,0xF60,FALLO,15,0xFF60
0x51106,0x51,0x106,HIT,4,0x4106
0x6611E,0x66,0x11E,FALLO,3,0x311E
0x22B19,0x22,0xB19,FALLO,5,0x5B19
0x3A701,0x3A,0x701,FALLO,8,0x8701
0x28E54,0x28,0xE54,HIT,12,0xCE54
0x7D77A,0x7D,0x77A,FALLO,9,0x977A
0x17C06,0x17,0xC06,FALLO,11,0xBC06
0x22679,0x22,0x679,HIT,5,0x5679
0xBB6F,0xB,0xB6F,FALLO,13,0xDB6F
0x4179A,0x41,0x79A,FALLO,14,0xE79A
0x5B83,0x5,0xB83,FALLO,0,0xB83
0x19E26,0x19,0xE26,FALLO,1,0x1E26
0xFC7D,0xF,0xC7D,FALLO,2,0x2C7D
0x53683,0x53,0x683,FALLO,4,0x4683
0x573AA,0x57,0x3AA,FALLO,6,0x63AA
0x5FACB,0x5F,0xACB,FALLO,7,0x7ACB
0x6D9AF,0x6D,0x9AF,FALLO,10,0xA9AF
0x2A882,0x2A,0x882,FALLO,12,0xC882
0x4A742,0x4A,0x742,FALLO,15,0xF742
0x631D9,0x63,0x1D9,FALLO,3,0x31D9
0x75BBB,0x75,0xBBB,FALLO,5,0x5BBB
0x1E7B1,0x1E,0x7B1,FALLO,8,0x87B1
0x2AC,0x0,0x2AC,FALLO,9,0x92AC
0x2E18E,0x2E,0x18E,FALLO,11,0xB18E
0x3766D,0x37,0x66D,FALLO,13,0xD66D
0x4EBD9,0x4E,0xBD9,FALLO,14,0xEBD9
0x14F94,0x14,0xF94,FALLO,0,0xF94
0x1F64,0x1,0xF64,FALLO,1,0x1F64
0x44DEF,0x44,0xDEF,FALLO,2,0x2DEF
0x5C1EC,0x5C,0x1EC,FALLO,4,0x41EC
0x47DBE,0x47,0xDBE,FALLO,6,0x6DBE
0x27A60,0x27,0xA60,FALLO,7,0x7A60
0x24899,0x24,0x899,FALLO,10,0xA899
0x3E9DD,0x3E,0x9DD,FALLO,12,0xC9DD
0x351A8,0x35,0x1A8,FALLO,15,0xF1A8
0x117E1,0x11,0x7E1,FALLO,3,0x37E1
0x5AE0E,0x5A,0xE0E,FALLO,5,0x5E0E
0x345D2,0x34,0x5D2,FALLO,8,0x85D2
0x1251D,0x12,0x51D,FALLO,9,0x951D
0xA604,0xA,0x604,FALLO,11,0xB604
0x9C8,0x0,0x9C8,FALLO,13,0xD9C8
0x3EFEA,0x3E,0xFEA,HIT,12,0xCFEA
0x6BBB4,0x6B,0xBB4,FALLO,14,0xEBB4
0x3853B,0x38,0x53B,FALLO,0,0x53B
0x1D546,0x1D,0x546,FALLO,1,0x1546
0x1E6ED,0x1E,0x6ED,FALLO,2,0x26ED
0x70B4E,0x70,0xB4E,FALLO,4,0x4B4E
0x645DA,0x64,0x5DA,FALLO,6,0x65DA
0x48772,0x48,0x772,FALLO,7,0x7772
0x2D3B2,0x2D,0x3B2,FALLO,10,0xA3B2
0x26A19,0x26,0xA19,FALLO,15,0xFA19
0x72901,0x72,0x901,FALLO,3,0x3901
0x5AC2D,0x5A,0xC2D,HIT,5,0x5C2D
0x57558,0x57,0x558,FALLO,8,0x8558
0x5F068,0x5F,0x68,FALLO,9,0x9068
0x7D218,0x7D,0x218,FALLO,11,0xB218
0xCD0C,0xC,0xD0C,FALLO,12,0xCD0C
0xA3E9,0xA,0x3E9,FALLO,13,0xD3E9
0x5EC25,0x5E,0xC25,FALLO,14,0xEC25
0x78A72,0x78,0xA72,FALLO,0,0xA72
0x51ABC,0x51,0xABC,FALLO,1,0x1ABC
0x1FEE6,0x1F,0xEE6,FALLO,2,0x2EE6
0x612FB,0x61,0x2FB,FALLO,4,0x42FB
0x6950,0x6,0x950,FALLO,5,0x5950
0x4A422,0x4A,0x422,FALLO,6,0x6422
0xAA29,0xA,0xA29,HIT,13,0xDA29
0x14745,0x14,0x745,FALLO,7,0x7745
0x323B8,0x32,0x3B8,FALLO,10,0xA3B8
0x606A,0x6,0x6A,HIT,5,0x506A
0x44AF1,0x44,0xAF1,FALLO,15,0xFAF1
0x57671,0x57,0x671,HIT,8,0x8671
0x5FA24,0x5F,0xA24,HIT,9,0x9A24
0x5887E,0x58,0x87E,FALLO,3,0x387E
0x3EBE,0x3,0xEBE,FALLO,11,0xBEBE
0x5B2CF,0x5B,0x2CF,FALLO,12,0xC2CF
0x80DD,0x8,0xDD,FALLO,13,0xD0DD
0x852A,0x8,0x52A,HIT,13,0xD52A
0x1C9CB,0x1C,0x9CB,FALLO,14,0xE9CB
0x2743E,0x27,0x43E,FALLO,0,0x43E
0x589CB,0x58,0x9CB,HIT,3,0x39CB
0x2D991,0x2D,0x991,FALLO,1,0x1991
0x1B2DD,0x1B,0x2DD,FALLO,2,0x22DD
0x20E96,0x20,0xE96,FALLO,4,0x4E96
0x74DC7,0x74,0xDC7,FALLO,5,0x5DC7
0x69FAC,0x69,0xFAC,FALLO,6,0x6FAC
0x7B72B,0x7B,0x72B,FALLO,7,0x772B
0x2D2E4,0x2D,0x2E4,HIT,1,0x12E4
0x709B2,0x70,0x9B2,FALLO,8,0x89B2
0x1F6B4,0x1F,0x6B4,FALLO,9,0x96B4
0x3BF82,0x3B,0xF82,FALLO,10,0xAF82
0x54CBF,0x54,0xCBF,FALLO,15,0xFCBF
0x1E3FB,0x1E,0x3FB,FALLO,3,0x33FB
0x784BC,0x78,0x4BC,FALLO,11,0xB4BC
0xF708,0xF,0x708,FALLO,12,0xC708
0x77127,0x77,0x127,FALLO,13,0xD127
0x64A63,0x64,0xA63,FALLO,14,0xEA63
0x2E9E0,0x2E,0x9E0,FALLO,0,0x9E0
0x57B2A,0x57,0xB2A,FALLO,1,0x1B2A
0x79F34,0x79,0xF34,FALLO,2,0x2F34
0x2162E,0x21,0x62E,FALLO,4,0x462E
0x7F493,0x7F,0x493,FALLO,5,0x5493
0x13B2F,0x13,0xB2F,FALLO,6,0x6B2F
0x443CE,0x44,0x3CE,FALLO,7,0x73CE
0x746D9,0x74,0x6D9,FALLO,8,0x86D9
0x2EEB1,0x2E,0xEB1,HIT,0,0xEB1
0x5C88D,0x5C,0x88D,FALLO,9,0x988D
0x790BC,0x79,0xBC,HIT,2,0x20BC
0x55DB8,0x55,0xDB8,FALLO,10,0xADB8
0x29DAF,0x29,0xDAF,FALLO,15,0xFDAF
0x5388B,0x53,0x88B,FALLO,3,0x388B
0x7AD05,0x7A,0xD05,FALLO,11,0xBD05
0xF547,0xF,0x547,HIT,12,0xC547
0x442B,0x4,0x42B,FALLO,13,0xD42B
0x55F00,0x55,0xF00,HIT,10,0xAF00
0x64522,0x64,0x522,HIT,14,0xE522
0x609A5,0x60,0x9A5,FALLO,0,0x9A5
0x78B75,0x78,0xB75,FALLO,1,0x1B75
0x479A9,0x47,0x9A9,FALLO,2,0x29A9
0x6EB0A,0x6E,0xB0A,FALLO,4,0x4B0A
0x546F8,0x54,0x6F8,FALLO,5,0x56F8
0x2D2CA,0x2D,0x2CA,FALLO,6,0x62CA
