DV,NPV,Offset,Estado,Marco,DF
0x111,0x22,0x1,FALLO,1,0x9
0x358,0x6B,0x0,FALLO,2,0x10
0xE9B,0x1D3,0x3,FALLO,6,0x33
0x90E,0x121,0x6,FALLO,7,0x3E
0x2EA,0x5D,0x2,FALLO,0,0x2
0x7EB,0xFD,0x3,FALLO,3,0x1B
0x3F2,0x7E,0x2,FALLO,4,0x22
0x968,0x12D,0x0,FALLO,5,0x28
0xECE,0x1D9,0x6,FALLO,1,0xE
0x2F8,0x5F,0x0,FALLO,2,0x10
0x537,0xA6,0x7,FALLO,6,0x37
0xBE8,0x17D,0x0,FALLO,7,0x38
0xAD0,0x15A,0x0,FALLO,0,0x0
0x877,0x10E,0x7,FALLO,3,0x1F
0xFD9,0x1FB,0x1,FALLO,4,0x21
0x2F7,0x5E,0x7,FALLO,5,0x2F
0x507,0xA0,0x7,FALLO,1,0xF
0x966,0x12C,0x6,FALLO,2,0x16
0x4A,0x9,0x2,FALLO,6,0x32
0x57F,0xAF,0x7,FALLO,7,0x3F
0x7D,0xF,0x5,FALLO,0,0x5
0xB30,0x166,0x0,FALLO,3,0x18
0xAA8,0x155,0x0,FALLO,4,0x20
0x8CE,0x119,0x6,FALLO,5,0x2E
0x8B7,0x116,0x7,FALLO,1,0xF
0xBC7,0x178,0x7,FALLO,2,0x17
0xD7D,0x1AF,0x5,FALLO,6,0x35
0xF81,0x1F0,0x1,FALLO,7,0x39
0xF2A,0x1E5,0x2,FALLO,0,0x2
0x11A,0x23,0x2,FALLO,3,0x1A
0x59,0xB,0x1,FALLO,4,0x21
0x970,0x12E,0x0,FALLO,5,0x28
0xFC3,0x1F8,0x3,FALLO,1,0xB
0x649,0xC9,0x1,FALLO,2,0x11
0x99B,0x133,0x3,FALLO,6,0x33
0x412,0x82,0x2,FALLO,7,0x3A
0x481,0x90,0x1,FALLO,0,0x1
0xCF8,0x19F,0x0,FALLO,3,0x18
0x533,0xA6,0x3,FALLO,4,0x23
0xA10,0x142,0x0,FALLO,5,0x28
0x66E,0xCD,0x6,FALLO,1,0xE
0xB7B,0x16F,0x3,FALLO,2,0x13
0xB99,0x173,0x1,FALLO,6,0x31
0xAA3,0x154,0x3,FALLO,7,0x3B
0xDFD,0x1BF,0x5,FALLO,0,0x5
0xB7A,0x16F,0x2,HIT,2,0x12
0x5A,0xB,0x2,FALLO,3,0x1A
0x807,0x100,0x7,FALLO,4,0x27
0x545,0xA8,0x5,FALLO,5,0x2D
0x49F,0x93,0x7,FALLO,1,0xF
0x9BB,0x137,0x3,FALLO,2,0x13
0x7AE,0xF5,0x6,FALLO,6,0x36
0xC5,0x18,0x5,FALLO,7,0x3D
0xA78,0x14F,0x0,FALLO,0,0x0
0x5B5,0xB6,0x5,FALLO,3,0x1D
0xFFD,0x1FF,0x5,FALLO,4,0x25
0xAC1,0x158,0x1,FALLO,5,0x29
0x62B,0xC5,0x3,FALLO,1,0xB
0x93C,0x127,0x4,FALLO,2,0x14
0x51F,0xA3,0x7,FALLO,6,0x37
0x209,0x41,0x1,FALLO,7,0x39
0x328,0x65,0x0,FALLO,0,0x0
0x5F7,0xBE,0x7,FALLO,3,0x1F
0x904,0x120,0x4,FALLO,4,0x24
0x558,0xAB,0x0,FALLO,5,0x28
0xC6,0x18,0x6,FALLO,1,0xE
0xFF1,0x1FE,0x1,FALLO,2,0x11
0xEDF,0x1DB,0x7,FALLO,6,0x37
0xD73,0x1AE,0x3,FALLO,7,0x3B
0x43E,0x87,0x6,FALLO,0,0x6
0x693,0xD2,0x3,FALLO,3,0x1B
0x63B,0xC7,0x3,FALLO,4,0x23
0xA31,0x146,0x1,FALLO,5,0x29
0x88,0x11,0x0,FALLO,1,0x8
0xD99,0x1B3,0x1,FALLO,2,0x11
0x27E,0x4F,0x6,FALLO,6,0x36
0x22,0x4,0x2,FALLO,7,0x3A
0x4E0,0x9C,0x0,FALLO,0,0x0
0xDD3,0x1BA,0x3,FALLO,3,0x1B
0xE3C,0x1C7,0x4,FALLO,4,0x24
0x1E0,0x3C,0x0,FALLO,5,0x28
0x8BC,0x117,0x4,FALLO,1,0xC
0xDB5,0x1B6,0x5,FALLO,2,0x15
0x5A5,0xB4,0x5,FALLO,6,0x35
0x45F,0x8B,0x7,FALLO,7,0x3F
0x8EC,0x11D,0x4,FALLO,0,0x4
0xE3A,0x1C7,0x2,HIT,4,0x22
0x17B,0x2F,0x3,FALLO,3,0x1B
0x61,0xC,0x1,FALLO,5,0x29
0xABE,0x157,0x6,FALLO,1,0xE
0x44C,0x89,0x4,FALLO,2,0x14
0xB31,0x166,0x1,FALLO,4,0x21
0xD4B,0x1A9,0x3,FALLO,6,0x33
0xC14,0x182,0x4,FALLO,7,0x3C
0x242,0x48,0x2,FALLO,0,0x2
0xF2A,0x1E5,0x2,FALLO,3,0x1A
0x449,0x89,0x1,HIT,2,0x11
0x8CE,0x119,0x6,FALLO,5,0x2E
0xE4F,0x1C9,0x7,FALLO,1,0xF
0x7C,0xF,0x4,FALLO,4,0x24
0x71D,0xE3,0x5,FALLO,6,0x35
0x608,0xC1,0x0,FALLO,7,0x38
0x2B1,0x56,0x1,FALLO,0,0x1
0x8F,0x11,0x7,FALLO,2,0x17
0xF57,0x1EA,0x7,FALLO,3,0x1F
0x4D3,0x9A,0x3,FALLO,5,0x2B
0x4CE,0x99,0x6,FALLO,1,0xE
0xA37,0x146,0x7,FALLO,4,0x27
0xF0A,0x1E1,0x2,FALLO,6,0x32
0x532,0xA6,0x2,FALLO,7,0x3A
0xF97,0x1F2,0x7,FALLO,0,0x7
0x184,0x30,0x4,FALLO,2,0x14
0xFCC,0x1F9,0x4,FALLO,3,0x1C
0x37A,0x6F,0x2,FALLO,5,0x2A
0x394,0x72,0x4,FALLO,1,0xC
0x705,0xE0,0x5,FALLO,4,0x25
0x15F,0x2B,0x7,FALLO,6,0x37
0x23D,0x47,0x5,FALLO,7,0x3D
0x95C,0x12B,0x4,FALLO,0,0x4
0xCD5,0x19A,0x5,FALLO,2,0x15
0x673,0xCE,0x3,FALLO,3,0x1B
0xF0E,0x1E1,0x6,FALLO,5,0x2E
0x24D,0x49,0x5,FALLO,1,0xD
0xF5F,0x1EB,0x7,FALLO,4,0x27
0x2F7,0x5E,0x7,FALLO,6,0x37
0x89D,0x113,0x5,FALLO,7,0x3D
0x5C,0xB,0x4,FALLO,0,0x4
0x4D7,0x9A,0x7,FALLO,2,0x17
0xBA6,0x174,0x6,FALLO,3,0x1E
0xE88,0x1D1,0x0,FALLO,5,0x28
0x66D,0xCD,0x5,FALLO,1,0xD
0xEAD,0x1D5,0x5,FALLO,4,0x25
0x380,0x70,0x0,FALLO,6,0x30
0x7C4,0xF8,0x4,FALLO,7,0x3C
0x7BD,0xF7,0x5,FALLO,0,0x5
0x36A,0x6D,0x2,FALLO,2,0x12
0x5F4,0xBE,0x4,FALLO,3,0x1C
0x161,0x2C,0x1,FALLO,5,0x29
0xED7,0x1DA,0x7,FALLO,1,0xF
0x41F,0x83,0x7,FALLO,4,0x27
0x8EE,0x11D,0x6,FALLO,6,0x36
0x469,0x8D,0x1,FALLO,7,0x39
0x185,0x30,0x5,FALLO,0,0x5
0x8CD,0x119,0x5,FALLO,2,0x15
0xE3E,0x1C7,0x6,FALLO,3,0x1E
0x4E7,0x9C,0x7,FALLO,5,0x2F
0x62,0xC,0x2,FALLO,1,0xA
0x2EB,0x5D,0x3,FALLO,4,0x23
0x215,0x42,0x5,FALLO,6,0x35
0x4E4,0x9C,0x4,HIT,5,0x2C
0x526,0xA4,0x6,FALLO,7,0x3E
0x23A,0x47,0x2,FALLO,0,0x2
0xBBD,0x177,0x5,FALLO,2,0x15
0x522,0xA4,0x2,HIT,7,0x3A
0x781,0xF0,0x1,FALLO,3,0x19
0x628,0xC5,0x0,FALLO,1,0x8
0x87A,0x10F,0x2,FALLO,4,0x22
0x41F,0x83,0x7,FALLO,5,0x2F
0x1CD,0x39,0x5,FALLO,6,0x35
0xEFE,0x1DF,0x6,FALLO,7,0x3E
0x345,0x68,0x5,FALLO,0,0x5
0x7F2,0xFE,0x2,FALLO,2,0x12
0x7B6,0xF6,0x6,FALLO,3,0x1E
0xA41,0x148,0x1,FALLO,1,0x9
0x4A8,0x95,0x0,FALLO,4,0x20
0xC2D,0x185,0x5,FALLO,5,0x2D
0xFEF,0x1FD,0x7,FALLO,6,0x37
0x885,0x110,0x5,FALLO,7,0x3D
0xF2F,0x1E5,0x7,FALLO,0,0x7
0x1FF,0x3F,0x7,FALLO,2,0x17
0x65E,0xCB,0x6,FALLO,3,0x1E
0x921,0x124,0x1,FALLO,1,0x9
0x7E4,0xFC,0x4,FALLO,4,0x24
0xFC2,0x1F8,0x2,FALLO,5,0x2A
0xE8A,0x1D1,0x2,FALLO,6,0x32
0x702,0xE0,0x2,FALLO,7,0x3A
0xB1,0x16,0x1,FALLO,0,0x1
0xA27,0x144,0x7,FALLO,2,0x17
0x25F,0x4B,0x7,FALLO,3,0x1F
0x660,0xCC,0x0,FALLO,1,0x8
0x989,0x131,0x1,FALLO,4,0x21
0x565,0xAC,0x5,FALLO,5,0x2D
0x819,0x103,0x1,FALLO,6,0x31
0x954,0x12A,0x4,FALLO,7,0x3C
0xD51,0x1AA,0x1,FALLO,0,0x1
0xBD2,0x17A,0x2,FALLO,2,0x12
0x728,0xE5,0x0,FALLO,3,0x18
0x250,0x4A,0x0,FALLO,1,0x8
0xE03,0x1C0,0x3,FALLO,4,0x23
0x75F,0xEB,0x7,FALLO,5,0x2F
0x916,0x122,0x6,FALLO,6,0x36
0xB81,0x170,0x1,FALLO,7,0x39
0xDAD,0x1B5,0x5,FALLO,0,0x5
0xC84,0x190,0x4,FALLO,2,0x14
0x1C1,0x38,0x1,FALLO,3,0x19
0x7F8,0xFF,0x0,FALLO,1,0x8
0x65E,0xCB,0x6,FALLO,4,0x26
0x645,0xC8,0x5,FALLO,5,0x2D
0x48E,0x91,0x6,FALLO,6,0x36
0x696,0xD2,0x6,FALLO,7,0x3E
0x7EA,0xFD,0x2,FALLO,0,0x2
0x76F,0xED,0x7,FALLO,2,0x17
0x8DA,0x11B,0x2,FALLO,3,0x1A
0xF43,0x1E8,0x3,FALLO,1,0xB
0x411,0x82,0x1,FALLO,4,0x21
0x20C,0x41,0x4,FALLO,5,0x2C
0xD74,0x1AE,0x4,FALLO,6,0x34
0x620,0xC4,0x0,FALLO,7,0x38
0xF3F,0x1E7,0x7,FALLO,0,0x7
0x5A5,0xB4,0x5,FALLO,2,0x15
0xE45,0x1C8,0x5,FALLO,3,0x1D
0xFD,0x1F,0x5,FALLO,1,0xD
0x763,0xEC,0x3,FALLO,4,0x23
0x2E2,0x5C,0x2,FALLO,5,0x2A
0xFB9,0x1F7,0x1,FALLO,6,0x31
0xCD9,0x19B,0x1,FALLO,7,0x39
0x6A9,0xD5,0x1,FALLO,0,0x1
0x3B3,0x76,0x3,FALLO,2,0x13
0x320,0x64,0x0,FALLO,3,0x18
0x332,0x66,0x2,FALLO,1,0xA
0x92B,0x125,0x3,FALLO,4,0x23
0x9B,0x13,0x3,FALLO,5,0x2B
0x7D3,0xFA,0x3,FALLO,6,0x33
0x724,0xE4,0x4,FALLO,7,0x3C
0xCD4,0x19A,0x4,FALLO,0,0x4
0xFF9,0x1FF,0x1,FALLO,2,0x11
0xD77,0x1AE,0x7,FALLO,3,0x1F
0x521,0xA4,0x1,FALLO,1,0x9
0xA80,0x150,0x0,FALLO,4,0x20
0x728,0xE5,0x0,FALLO,5,0x28
0x4D6,0x9A,0x6,FALLO,6,0x36
0x1F3,0x3E,0x3,FALLO,7,0x3B
0x891,0x112,0x1,FALLO,0,0x1
0x303,0x60,0x3,FALLO,2,0x13
0x1B3,0x36,0x3,FALLO,3,0x1B
0x522,0xA4,0x2,HIT,1,0xA
0x7C3,0xF8,0x3,FALLO,4,0x23
0x9E5,0x13C,0x5,FALLO,5,0x2D
0x6BE,0xD7,0x6,FALLO,6,0x36
0xB13,0x162,0x3,FALLO,7,0x3B
0x8C5,0x118,0x5,FALLO,0,0x5
0xAA2,0x154,0x2,FALLO,1,0xA
0x861,0x10C,0x1,FALLO,2,0x11
0xE16,0x1C2,0x6,FALLO,3,0x1E
0xCE8,0x19D,0x0,FALLO,4,0x20
0x693,0xD2,0x3,FALLO,5,0x2B
0x93E,0x127,0x6,FALLO,6,0x36
0xCE4,0x19C,0x4,FALLO,7,0x3C
0x374,0x6E,0x4,FALLO,0,0x4
0x3E,0x7,0x6,FALLO,1,0xE
0x79C,0xF3,0x4,FALLO,2,0x14
0xEF6,0x1DE,0x6,FALLO,3,0x1E
0x59A,0xB3,0x2,FALLO,4,0x22
0x63B,0xC7,0x3,FALLO,5,0x2B
0x433,0x86,0x3,FALLO,6,0x33
0xC33,0x186,0x3,FALLO,7,0x3B
0x6F3,0xDE,0x3,FALLO,0,0x3
0x137,0x26,0x7,FALLO,1,0xF
0x4A6,0x94,0x6,FALLO,2,0x16
0x707,0xE0,0x7,FALLO,3,0x1F
0xE27,0x1C4,0x7,FALLO,4,0x27
0xC20,0x184,0x0,FALLO,5,0x28
0x97A,0x12F,0x2,FALLO,6,0x32
0x798,0xF3,0x0,FALLO,7,0x38
0x9FE,0x13F,0x6,FALLO,0,0x6
0xAAB,0x155,0x3,FALLO,1,0xB
0x7EB,0xFD,0x3,FALLO,2,0x13
0xD74,0x1AE,0x4,FALLO,3,0x1C
0xDB7,0x1B6,0x7,FALLO,4,0x27
0x5E4,0xBC,0x4,FALLO,5,0x2C
0x7AD,0xF5,0x5,FALLO,6,0x35
0x254,0x4A,0x4,FALLO,7,0x3C
0xC89,0x191,0x1,FALLO,0,0x1
0xCC1,0x198,0x1,FALLO,1,0x9
0x74C,0xE9,0x4,FALLO,2,0x14
0x17C,0x2F,0x4,FALLO,3,0x1C
0x8CE,0x119,0x6,FALLO,4,0x26
0x188,0x31,0x0,FALLO,5,0x28
0x3AF,0x75,0x7,FALLO,6,0x37
0x430,0x86,0x0,FALLO,7,0x38
0x6C,0xD,0x4,FALLO,0,0x4
0xEE5,0x1DC,0x5,FALLO,1,0xD
0x15B,0x2B,0x3,FALLO,2,0x13
0xBFE,0x17F,0x6,FALLO,3,0x1E
0x728,0xE5,0x0,FALLO,4,0x20
0xCD8,0x19B,0x0,FALLO,5,0x28
0xB19,0x163,0x1,FALLO,6,0x31
0x12F,0x25,0x7,FALLO,7,0x3F
0xE39,0x1C7,0x1,FALLO,0,0x1
0x26C,0x4D,0x4,FALLO,1,0xC
0xB2A,0x165,0x2,FALLO,2,0x12
0x41E,0x83,0x6,FALLO,3,0x1E
0xA39,0x147,0x1,FALLO,4,0x21
0x8CA,0x119,0x2,FALLO,5,0x2A
0x376,0x6E,0x6,FALLO,6,0x36
0xDC7,0x1B8,0x7,FALLO,7,0x3F
0xC53,0x18A,0x3,FALLO,0,0x3
0xD48,0x1A9,0x0,FALLO,1,0x8
0x608,0xC1,0x0,FALLO,2,0x10
0xE2,0x1C,0x2,FALLO,3,0x1A
0x1A2,0x34,0x2,FALLO,4,0x22
0x55D,0xAB,0x5,FALLO,5,0x2D
0x8B3,0x116,0x3,FALLO,6,0x33
0xC6B,0x18D,0x3,FALLO,7,0x3B
0x3F4,0x7E,0x4,FALLO,0,0x4
0x4A4,0x94,0x4,FALLO,1,0xC
0x6C5,0xD8,0x5,FALLO,2,0x15
0x317,0x62,0x7,FALLO,3,0x1F
0xAB9,0x157,0x1,FALLO,4,0x21
0x97B,0x12F,0x3,FALLO,5,0x2B
0x4E1,0x9C,0x1,FALLO,6,0x31
0xAE3,0x15C,0x3,FALLO,7,0x3B
0xD5,0x1A,0x5,FALLO,0,0x5
0x72,0xE,0x2,FALLO,1,0xA
0xC8A,0x191,0x2,FALLO,2,0x12
0x39C,0x73,0x4,FALLO,3,0x1C
0xE12,0x1C2,0x2,FALLO,4,0x22
0xF64,0x1EC,0x4,FALLO,5,0x2C
0x899,0x113,0x1,FALLO,6,0x31
0xCCA,0x199,0x2,FALLO,7,0x3A
0xFF6,0x1FE,0x6,FALLO,0,0x6
0x116,0x22,0x6,FALLO,1,0xE
0x92E,0x125,0x6,FALLO,2,0x16
0x883,0x110,0x3,FALLO,3,0x1B
0x654,0xCA,0x4,FALLO,4,0x24
0x6D,0xD,0x5,FALLO,5,0x2D
0x5CA,0xB9,0x2,FALLO,6,0x32
0x5CC,0xB9,0x4,HIT,6,0x34
0x67F,0xCF,0x7,FALLO,7,0x3F
0xC3D,0x187,0x5,FALLO,0,0x5
0x6FD,0xDF,0x5,FALLO,1,0xD
0xE20,0x1C4,0x0,FALLO,2,0x10
0x1B0,0x36,0x0,FALLO,3,0x18
0xDD9,0x1BB,0x1,FALLO,4,0x21
0x63,0xC,0x3,FALLO,5,0x2B
0x42B,0x85,0x3,FALLO,6,0x33
0x21F,0x43,0x7,FALLO,7,0x3F
0x76F,0xED,0x7,FALLO,0,0x7
0xA70,0x14E,0x0,FALLO,1,0x8
0x45,0x8,0x5,FALLO,2,0x15
0xE6D,0x1CD,0x5,FALLO,3,0x1D
0x1FD,0x3F,0x5,FALLO,4,0x25
0xE65,0x1CC,0x5,FALLO,5,0x2D
0xCC8,0x199,0x0,FALLO,6,0x30
0xC2D,0x185,0x5,FALLO,7,0x3D
0xC7F,0x18F,0x7,FALLO,0,0x7
0xBB3,0x176,0x3,FALLO,1,0xB
0x6A7,0xD4,0x7,FALLO,2,0x17
0x62D,0xC5,0x5,FALLO,3,0x1D
0x453,0x8A,0x3,FALLO,4,0x23
0x2DD,0x5B,0x5,FALLO,5,0x2D
0x87C,0x10F,0x4,FALLO,6,0x34
0x657,0xCA,0x7,FALLO,7,0x3F
0xC63,0x18C,0x3,FALLO,0,0x3
0x9A1,0x134,0x1,FALLO,1,0x9
0xEDD,0x1DB,0x5,FALLO,2,0x15
0xF9B,0x1F3,0x3,FALLO,3,0x1B
0x62,0xC,0x2,FALLO,4,0x22
0x15D,0x2B,0x5,FALLO,5,0x2D
0xB8B,0x171,0x3,FALLO,6,0x33
0x7CA,0xF9,0x2,FALLO,7,0x3A
0x563,0xAC,0x3,FALLO,0,0x3
0x394,0x72,0x4,FALLO,1,0xC
0x863,0x10C,0x3,FALLO,2,0x13
0x6EC,0xDD,0x4,FALLO,3,0x1C
0x9E3,0x13C,0x3,FALLO,4,0x23
0x931,0x126,0x1,FALLO,5,0x29
0x5AF,0xB5,0x7,FALLO,6,0x37
0x9BD,0x137,0x5,FALLO,7,0x3D
0x6C9,0xD9,0x1,FALLO,0,0x1
0xC9C,0x193,0x4,FALLO,1,0xC
0xA1B,0x143,0x3,FALLO,2,0x13
0x483,0x90,0x3,FALLO,3,0x1B
0xEBD,0x1D7,0x5,FALLO,4,0x25
0xA7C,0x14F,0x4,FALLO,5,0x2C
0xDB,0x1B,0x3,FALLO,6,0x33
0xD1B,0x1A3,0x3,FALLO,7,0x3B
0x9CD,0x139,0x5,FALLO,0,0x5
0x1E8,0x3D,0x0,FALLO,1,0x8
0x6FD,0xDF,0x5,FALLO,2,0x15
0xDAB,0x1B5,0x3,FALLO,3,0x1B
0xAE0,0x15C,0x0,FALLO,4,0x20
0x60A,0xC1,0x2,FALLO,5,0x2A
0xEE8,0x1DD,0x0,FALLO,6,0x30
0x9A1,0x134,0x1,FALLO,7,0x39
0xC06,0x180,0x6,FALLO,0,0x6
0xC3C,0x187,0x4,FALLO,1,0xC
0x9A8,0x135,0x0,FALLO,2,0x10
0xFEA,0x1FD,0x2,FALLO,3,0x1A
0xC5,0x18,0x5,FALLO,4,0x25
0x825,0x104,0x5,FALLO,5,0x2D
0x9D8,0x13B,0x0,FALLO,6,0x30
0xE88,0x1D1,0x0,FALLO,7,0x38
0xFC9,0x1F9,0x1,FALLO,0,0x1
0x607,0xC0,0x7,FALLO,1,0xF
0xDF2,0x1BE,0x2,FALLO,2,0x12
0x167,0x2C,0x7,FALLO,3,0x1F
0xA20,0x144,0x0,FALLO,4,0x20
0xFD5,0x1FA,0x5,FALLO,5,0x2D
0x6C4,0xD8,0x4,FALLO,6,0x34
0xF63,0x1EC,0x3,FALLO,7,0x3B
0xCAD,0x195,0x5,FALLO,0,0x5
0xF37,0x1E6,0x7,FALLO,1,0xF
0xEE7,0x1DC,0x7,FALLO,2,0x17
0x36,0x6,0x6,FALLO,3,0x1E
0x509,0xA1,0x1,FALLO,4,0x21
0x99C,0x133,0x4,FALLO,5,0x2C
0x6D,0xD,0x5,FALLO,6,0x35
0x926,0x124,0x6,FALLO,7,0x3E
0xA77,0x14E,0x7,FALLO,0,0x7
0xA,0x1,0x2,FALLO,1,0xA
0xD44,0x1A8,0x4,FALLO,2,0x14
0xC47,0x188,0x7,FALLO,3,0x1F
0xAA7,0x154,0x7,FALLO,4,0x27
0x192,0x32,0x2,FALLO,5,0x2A
0x6F0,0xDE,0x0,FALLO,6,0x30
0xA5,0x14,0x5,FALLO,7,0x3D
0x8C1,0x118,0x1,FALLO,0,0x1
0xF8D,0x1F1,0x5,FALLO,1,0xD
0x5B5,0xB6,0x5,FALLO,2,0x15
0x3FF,0x7F,0x7,FALLO,3,0x1F
0x32C,0x65,0x4,FALLO,4,0x24
0xAE6,0x15C,0x6,FALLO,5,0x2E
0x174,0x2E,0x4,FALLO,6,0x34
0x962,0x12C,0x2,FALLO,7,0x3A
0x2AD,0x55,0x5,FALLO,0,0x5
0xE69,0x1CD,0x1,FALLO,1,0x9
0xFA0,0x1F4,0x0,FALLO,2,0x10
0x992,0x132,0x2,FALLO,3,0x1A
0xC80,0x190,0x0,FALLO,4,0x20
0x9DC,0x13B,0x4,FALLO,5,0x2C
0xFCA,0x1F9,0x2,FALLO,6,0x32
0x5A9,0xB5,0x1,FALLO,7,0x39
0xB80,0x170,0x0,FALLO,0,0x0
0xBF7,0x17E,0x7,FALLO,1,0xF
0xD90,0x1B2,0x0,FALLO,2,0x10
0xBA9,0x175,0x1,FALLO,3,0x19
0xEDD,0x1DB,0x5,FALLO,4,0x25
0xF57,0x1EA,0x7,FALLO,5,0x2F
0x5C7,0xB8,0x7,FALLO,6,0x37
0xAD2,0x15A,0x2,FALLO,7,0x3A
0xC56,0x18A,0x6,FALLO,0,0x6
0x568,0xAD,0x0,FALLO,1,0x8
0xE5,0x1C,0x5,FALLO,2,0x15
0xE23,0x1C4,0x3,FALLO,3,0x1B
0x2CA,0x59,0x2,FALLO,4,0x22
0x5FE,0xBF,0x6,FALLO,5,0x2E
0xBC1,0x178,0x1,FALLO,6,0x31
0xD6B,0x1AD,0x3,FALLO,7,0x3B
0x2CE,0x59,0x6,HIT,4,0x26
0xA6D,0x14D,0x5,FALLO,0,0x5
0xA89,0x151,0x1,FALLO,1,0x9
0x764,0xEC,0x4,FALLO,2,0x14
0x759,0xEB,0x1,FALLO,3,0x19
0xD8D,0x1B1,0x5,FALLO,4,0x25
0xBAE,0x175,0x6,FALLO,5,0x2E
0x8DF,0x11B,0x7,FALLO,6,0x37
0xC29,0x185,0x1,FALLO,7,0x39
0xA40,0x148,0x0,FALLO,0,0x0
0x4F3,0x9E,0x3,FALLO,1,0xB
0x544,0xA8,0x4,FALLO,2,0x14
0x612,0xC2,0x2,FALLO,3,0x1A
0xD9B,0x1B3,0x3,FALLO,4,0x23
0x512,0xA2,0x2,FALLO,5,0x2A
0x3E4,0x7C,0x4,FALLO,6,0x34
0x1B6,0x36,0x6,FALLO,7,0x3E
0x434,0x86,0x4,FALLO,0,0x4
0x31E,0x63,0x6,FALLO,1,0xE
0xFB7,0x1F6,0x7,FALLO,2,0x17
0x32D,0x65,0x5,FALLO,3,0x1D
0x542,0xA8,0x2,FALLO,4,0x22
0xFE4,0x1FC,0x4,FALLO,5,0x2C
0xF7,0x1E,0x7,FALLO,6,0x37
0x284,0x50,0x4,FALLO,7,0x3C
0x5C,0xB,0x4,FALLO,0,0x4
0x5C6,0xB8,0x6,FALLO,1,0xE
0x10A,0x21,0x2,FALLO,2,0x12
0x70C,0xE1,0x4,FALLO,3,0x1C
0xC4A,0x189,0x2,FALLO,4,0x22
0x6C1,0xD8,0x1,FALLO,5,0x29
0xFC0,0x1F8,0x0,FALLO,6,0x30
0xCC7,0x198,0x7,FALLO,7,0x3F
0x3,0x0,0x3,FALLO,0,0x3
0xEE0,0x1DC,0x0,FALLO,1,0x8
0xA42,0x148,0x2,FALLO,2,0x12
0x925,0x124,0x5,FALLO,3,0x1D
0xC2A,0x185,0x2,FALLO,4,0x22
0xE02,0x1C0,0x2,FALLO,5,0x2A
0x156,0x2A,0x6,FALLO,6,0x36
0x78,0xF,0x0,FALLO,7,0x38
0x68F,0xD1,0x7,FALLO,0,0x7
0x630,0xC6,0x0,FALLO,1,0x8
0x840,0x108,0x0,FALLO,2,0x10
0x4B2,0x96,0x2,FALLO,3,0x1A
0x264,0x4C,0x4,FALLO,4,0x24
0x558,0xAB,0x0,FALLO,5,0x28
0x23E,0x47,0x6,FALLO,6,0x36
0x171,0x2E,0x1,FALLO,7,0x39
0xB97,0x172,0x7,FALLO,0,0x7
0xFB1,0x1F6,0x1,FALLO,1,0x9
0xA34,0x146,0x4,FALLO,2,0x14
0xC8,0x19,0x0,FALLO,3,0x18
0x88,0x11,0x0,FALLO,4,0x20
0x2B8,0x57,0x0,FALLO,5,0x28
0xFEB,0x1FD,0x3,FALLO,6,0x33
0x5EB,0xBD,0x3,FALLO,7,0x3B
0x3BD,0x77,0x5,FALLO,0,0x5
0x5B3,0xB6,0x3,FALLO,1,0xB
0x7C2,0xF8,0x2,FALLO,2,0x12
0xDEB,0x1BD,0x3,FALLO,3,0x1B
0x4AF,0x95,0x7,FALLO,4,0x27
0x3AA,0x75,0x2,FALLO,5,0x2A
0xCC,0x19,0x4,FALLO,6,0x34
0x92E,0x125,0x6,FALLO,7,0x3E
0x517,0xA2,0x7,FALLO,0,0x7
0x51C,0xA3,0x4,FALLO,1,0xC
0xC0F,0x181,0x7,FALLO,2,0x17
0x732,0xE6,0x2,FALLO,3,0x1A
0x840,0x108,0x0,FALLO,4,0x20
0x106,0x20,0x6,FALLO,5,0x2E
0x4DB,0x9B,0x3,FALLO,6,0x33
0x692,0xD2,0x2,FALLO,7,0x3A
0x7AB,0xF5,0x3,FALLO,0,0x3
0xD0A,0x1A1,0x2,FALLO,1,0xA
0xE58,0x1CB,0x0,FALLO,2,0x10
0x1EF,0x3D,0x7,FALLO,3,0x1F
0x9F5,0x13E,0x5,FALLO,4,0x25
0x208,0x41,0x0,FALLO,5,0x28
0xBAE,0x175,0x6,FALLO,6,0x36
0x12B,0x25,0x3,FALLO,7,0x3B
0xF0E,0x1E1,0x6,FALLO,0,0x6
0xC66,0x18C,0x6,FALLO,1,0xE
0x680,0xD0,0x0,FALLO,2,0x10
0xA26,0x144,0x6,FALLO,3,0x1E
0xEFD,0x1DF,0x5,FALLO,4,0x25
0xC93,0x192,0x3,FALLO,5,0x2B
0x6EF,0xDD,0x7,FALLO,6,0x37
0x8DC,0x11B,0x4,FALLO,7,0x3C
0x224,0x44,0x4,FALLO,0,0x4
0xF0E,0x1E1,0x6,FALLO,1,0xE
0xDA9,0x1B5,0x1,FALLO,2,0x11
0xFD6,0x1FA,0x6,FALLO,3,0x1E
0x5DC,0xBB,0x4,FALLO,4,0x24
0x5AA,0xB5,0x2,FALLO,5,0x2A
0x185,0x30,0x5,FALLO,6,0x35
0xCE6,0x19C,0x6,FALLO,7,0x3E
0xD8F,0x1B1,0x7,FALLO,0,0x7
0x8F8,0x11F,0x0,FALLO,1,0x8
0xD2B,0x1A5,0x3,FALLO,2,0x13
0x43D,0x87,0x5,FALLO,3,0x1D
0xD72,0x1AE,0x2,FALLO,4,0x22
0x900,0x120,0x0,FALLO,5,0x28
0x335,0x66,0x5,FALLO,6,0x35
