DV,NPV,Offset,Estado,Marco,DF
0x192A2,0x19,0x2A2,HIT,10,0xA2A2
0x45AB1,0x45,0xAB1,FALLO,22,0x16AB1
0x1AD77,0x1A,0xD77,HIT,21,0x15D77
0xC0DB,0xC,0xDB,FALLO,24,0x180DB
0x470A4,0x47,0xA4,FALLO,25,0x190A4
0x63DF7,0x63,0xDF7,FALLO,27,0x1BDF7
0x97E1,0x9,0x7E1,FALLO,30,0x1E7E1
0x50681,0x50,0x681,FALLO,1,0x1681
0x3C41E,0x3C,0x41E,HIT,16,0x1041E
0x1FA90,0x1F,0xA90,FALLO,6,0x6A90
0xC8DD,0xC,0x8DD,HIT,24,0x188DD
0x3B4D8,0x3B,0x4D8,FALLO,9,0x94D8
0x1C8A8,0x1C,0x8A8,FALLO,11,0xB8A8
0x47E06,0x47,0xE06,HIT,25,0x19E06
0x7E9E6,0x7E,0x9E6,FALLO,12,0xC9E6
0x3DBA0,0x3D,0xBA0,FALLO,15,0xFBA0
0x32B38,0x32,0xB38,HIT,2,0x2B38
0x67552,0x67,0x552,FALLO,17,0x11552
0x730D0,0x73,0xD0,FALLO,18,0x120D0
0x48E9D,0x48,0xE9D,FALLO,20,0x14E9D
0x70E24,0x70,0xE24,FALLO,23,0x17E24
0x2CC92,0x2C,0xC92,HIT,8,0x8C92
0x3B76F,0x3B,0x76F,HIT,9,0x976F
0x373C7,0x37,0x3C7,FALLO,26,0x1A3C7
0x41E44,0x41,0xE44,FALLO,28,0x1CE44
0x60E21,0x60,0xE21,FALLO,29,0x1DE21
0x64761,0x64,0x761,FALLO,31,0x1F761
0x6F62A,0x6F,0x62A,FALLO,0,0x62A
0x3F671,0x3F,0x671,FALLO,3,0x3671
0x4503B,0x45,0x3B,HIT,22,0x1603B
0x330E8,0x33,0xE8,FALLO,4,0x40E8
0x14A9,0x1,0x4A9,FALLO,5,0x54A9
0x1C0C3,0x1C,0xC3,HIT,11,0xB0C3
0x628EE,0x62,0x8EE,FALLO,7,0x78EE
0x3BD8D,0x3B,0xD8D,HIT,9,0x9D8D
0x1887,0x1,0x887,HIT,5,0x5887
0x439E2,0x43,0x9E2,FALLO,10,0xA9E2
0x71131,0x71,0x131,FALLO,13,0xD131
0x9AAD,0x9,0xAAD,HIT,30,0x1EAAD
0x6BFFA,0x6B,0xFFA,FALLO,14,0xEFFA
0x268CC,0x26,0x8CC,FALLO,16,0x108CC
0x18F64,0x18,0xF64,FALLO,19,0x13F64
0x1911D,0x19,0x11D,FALLO,21,0x1511D
0x1FA56,0x1F,0xA56,HIT,6,0x6A56
0x38C0E,0x38,0xC0E,FALLO,24,0x18C0E
0x7E53,0x7,0xE53,FALLO,25,0x19E53
0x5D2AA,0x5D,0x2AA,FALLO,27,0x1B2AA
0x58213,0x58,0x213,FALLO,1,0x1213
0x12FB4,0x12,0xFB4,FALLO,2,0x2FB4
0x6E371,0x6E,0x371,FALLO,8,0x8371
0x52F0F,0x52,0xF0F,FALLO,9,0x9F0F
0x26EE0,0x26,0xEE0,HIT,16,0x10EE0
0x23BD3,0x23,0xBD3,FALLO,11,0xBBD3
0x2B828,0x2B,0x828,FALLO,12,0xC828
0x7A24,0x7,0xA24,HIT,25,0x19A24
0x7C533,0x7C,0x533,FALLO,15,0xF533
0x15C39,0x15,0xC39,FALLO,17,0x11C39
0x949E,0x9,0x49E,HIT,30,0x1E49E
0xC9F6,0xC,0x9F6,FALLO,18,0x129F6
0x302F5,0x30,0x2F5,FALLO,20,0x142F5
0x4CCC0,0x4C,0xCC0,FALLO,22,0x16CC0
0x2164C,0x21,0x64C,FALLO,23,0x1764C
0x6A0D1,0x6A,0xD1,FALLO,26,0x1A0D1
0x14ECA,0x14,0xECA,FALLO,28,0x1CECA
0x22B87,0x22,0xB87,FALLO,29,0x1DB87
0x6A89F,0x6A,0x89F,HIT,26,0x1A89F
0x33FCA,0x33,0xFCA,HIT,4,0x4FCA
0x4824C,0x48,0x24C,FALLO,31,0x1F24C
0x2A604,0x2A,0x604,FALLO,0,0x604
0x8E41,0x8,0xE41,FALLO,3,0x3E41
0x4B827,0x4B,0x827,FALLO,5,0x5827
0x3FF2,0x3,0xFF2,FALLO,6,0x6FF2
0x348D3,0x34,0x8D3,FALLO,7,0x78D3
0x617F6,0x61,0x7F6,FALLO,10,0xA7F6
0xCB4,0x0,0xCB4,FALLO,13,0xDCB4
0x78C0,0x7,0x8C0,HIT,25,0x198C0
0x24CD8,0x24,0xCD8,FALLO,14,0xECD8
0x29AF9,0x29,0xAF9,FALLO,16,0x10AF9
0x1A6A7,0x1A,0x6A7,FALLO,19,0x136A7
0x609ED,0x60,0x9ED,FALLO,21,0x159ED
0x53AF7,0x53,0xAF7,FALLO,24,0x18AF7
0x7037F,0x70,0x37F,FALLO,27,0x1B37F
0x61267,0x61,0x267,HIT,10,0xA267
0x550DA,0x55,0xDA,FALLO,30,0x1E0DA
0x76FB6,0x76,0xFB6,FALLO,1,0x1FB6
0x56AA3,0x56,0xAA3,FALLO,2,0x2AA3
0x3C42B,0x3C,0x42B,FALLO,4,0x442B
0x54879,0x54,0x879,FALLO,8,0x8879
0x670F5,0x67,0xF5,FALLO,9,0x90F5
0x278F4,0x27,0x8F4,FALLO,11,0xB8F4
0x1DF9D,0x1D,0xF9D,FALLO,12,0xCF9D
0x3CF9E,0x3C,0xF9E,HIT,4,0x4F9E
0x1BDDA,0x1B,0xDDA,FALLO,15,0xFDDA
0x576A4,0x57,0x6A4,FALLO,17,0x116A4
0x7269B,0x72,0x69B,FALLO,18,0x1269B
0x620E,0x6,0x20E,FALLO,20,0x1420E
0x25738,0x25,0x738,FALLO,22,0x16738
0x4E0C0,0x4E,0xC0,FALLO,23,0x170C0
0x7D652,0x7D,0x652,FALLO,25,0x19652
0x1F7D5,0x1F,0x7D5,FALLO,26,0x1A7D5
0x2E37A,0x2E,0x37A,FALLO,28,0x1C37A
0x5B089,0x5B,0x89,FALLO,29,0x1D089
0x31D29,0x31,0xD29,FALLO,31,0x1FD29
0x64D51,0x64,0xD51,FALLO,0,0xD51
0x5CFB2,0x5C,0xFB2,FALLO,3,0x3FB2
0x418AC,0x41,0x8AC,FALLO,5,0x58AC
0x120A9,0x12,0xA9,FALLO,6,0x60A9
0x11163,0x11,0x163,FALLO,7,0x7163
0x71815,0x71,0x815,FALLO,10,0xA815
0x74EFC,0x74,0xEFC,FALLO,13,0xDEFC
0x4C4E4,0x4C,0x4E4,FALLO,14,0xE4E4
0x54E43,0x54,0xE43,HIT,8,0x8E43
0x63E08,0x63,0xE08,FALLO,16,0x10E08
0x749A2,0x74,0x9A2,HIT,13,0xD9A2
0x6795A,0x67,0x95A,HIT,9,0x995A
0x55886,0x55,0x886,HIT,30,0x1E886
0x6B657,0x6B,0x657,FALLO,19,0x13657
0x5411A,0x54,0x11A,HIT,8,0x811A
0x4F157,0x4F,0x157,FALLO,21,0x15157
0x22E,0x0,0x22E,FALLO,24,0x1822E
0xB559,0xB,0x559,FALLO,27,0x1B559
0x47DE4,0x47,0xDE4,FALLO,1,0x1DE4
0x610CF,0x61,0xCF,FALLO,2,0x20CF
0x7580,0x7,0x580,FALLO,4,0x4580
0x555F4,0x55,0x5F4,HIT,30,0x1E5F4
0x632E1,0x63,0x2E1,HIT,16,0x102E1
0x5A9A0,0x5A,0x9A0,FALLO,11,0xB9A0
0x780BF,0x78,0xBF,FALLO,12,0xC0BF
0x7D9A5,0x7D,0x9A5,HIT,25,0x199A5
0x5F088,0x5F,0x88,FALLO,15,0xF088
0x7C88C,0x7C,0x88C,FALLO,17,0x1188C
0x47B07,0x47,0xB07,HIT,1,0x1B07
0x29F7D,0x29,0xF7D,FALLO,18,0x12F7D
0x20661,0x20,0x661,FALLO,20,0x14661
0x1573B,0x15,0x73B,FALLO,22,0x1673B
0x2175,0x2,0x175,FALLO,23,0x17175
0x6E230,0x6E,0x230,FALLO,26,0x1A230
0x22825,0x22,0x825,FALLO,28,0x1C825
0xA54E,0xA,0x54E,FALLO,29,0x1D54E
0x7B462,0x7B,0x462,FALLO,31,0x1F462
0x7E328,0x7E,0x328,FALLO,0,0x328
0x473B3,0x47,0x3B3,HIT,1,0x13B3
0x83C5,0x8,0x3C5,FALLO,3,0x33C5
0x2B92B,0x2B,0x92B,FALLO,5,0x592B
0x718DE,0x71,0x8DE,HIT,10,0xA8DE
0x752B7,0x75,0x2B7,FALLO,6,0x62B7
0x2C39C,0x2C,0x39C,FALLO,7,0x739C
0xE524,0xE,0x524,FALLO,8,0x8524
0x62B68,0x62,0xB68,FALLO,9,0x9B68
0x19D04,0x19,0xD04,FALLO,13,0xDD04
0x6E44F,0x6E,0x44F,HIT,26,0x1A44F
0x1EDC9,0x1E,0xDC9,FALLO,14,0xEDC9
0x4771,0x4,0x771,FALLO,16,0x10771
0x36754,0x36,0x754,FALLO,19,0x13754
0x22313,0x22,0x313,HIT,28,0x1C313
0xE589,0xE,0x589,HIT,8,0x8589
0x34D53,0x34,0xD53,FALLO,21,0x15D53
0xC075,0xC,0x75,FALLO,24,0x18075
0x4EDBF,0x4E,0xDBF,FALLO,25,0x19DBF
0x73D57,0x73,0xD57,FALLO,27,0x1BD57
0x4E74D,0x4E,0x74D,HIT,25,0x1974D
0xE636,0xE,0x636,HIT,8,0x8636
0x61023,0x61,0x23,HIT,2,0x2023
0x1AAA6,0x1A,0xAA6,FALLO,30,0x1EAA6
0x36ADB,0x36,0xADB,HIT,19,0x13ADB
0x1FCEE,0x1F,0xCEE,FALLO,1,0x1CEE
0x11626,0x11,0x626,FALLO,4,0x4626
0x7B40F,0x7B,0x40F,HIT,31,0x1F40F
0x55707,0x55,0x707,FALLO,10,0xA707
0x70F3A,0x70,0xF3A,FALLO,11,0xBF3A
0x6E21D,0x6E,0x21D,HIT,26,0x1A21D
0x51A3E,0x51,0xA3E,FALLO,12,0xCA3E
0x3063F,0x30,0x63F,FALLO,15,0xF63F
0x50741,0x50,0x741,FALLO,17,0x11741
0x499DB,0x49,0x9DB,FALLO,18,0x129DB
0x4B262,0x4B,0x262,FALLO,20,0x14262
0x77A12,0x77,0xA12,FALLO,22,0x16A12
0x67856,0x67,0x856,FALLO,23,0x17856
0x2F87,0x2,0xF87,FALLO,28,0x1CF87
0x5B34,0x5,0xB34,FALLO,29,0x1DB34
0x72ED2,0x72,0xED2,FALLO,0,0xED2
0x481E0,0x48,0x1E0,FALLO,2,0x21E0
0x450EE,0x45,0xEE,FALLO,3,0x30EE
0x627F4,0x62,0x7F4,HIT,9,0x97F4
0x31087,0x31,0x87,FALLO,5,0x5087
0x27703,0x27,0x703,FALLO,6,0x6703
0x35C1A,0x35,0xC1A,FALLO,7,0x7C1A
0x67ECE,0x67,0xECE,HIT,23,0x17ECE
0xE974,0xE,0x974,HIT,8,0x8974
0x4C1D9,0x4C,0x1D9,FALLO,13,0xD1D9
0x76EEA,0x76,0xEEA,FALLO,14,0xEEEA
0x149F6,0x14,0x9F6,FALLO,16,0x109F6
0x13A56,0x13,0xA56,FALLO,19,0x13A56
0xD642,0xD,0x642,FALLO,21,0x15642
0x75633,0x75,0x633,FALLO,24,0x18633
0x2474A,0x24,0x74A,FALLO,25,0x1974A
0x685CD,0x68,0x5CD,FALLO,26,0x1A5CD
0x5D0DA,0x5D,0xDA,FALLO,27,0x1B0DA
0x2E5BE,0x2E,0x5BE,FALLO,30,0x1E5BE
0x7CD20,0x7C,0xD20,FALLO,31,0x1FD20
0x2993B,0x29,0x93B,FALLO,1,0x193B
0x55731,0x55,0x731,HIT,10,0xA731
0x647D6,0x64,0x7D6,FALLO,4,0x47D6
0x4D259,0x4D,0x259,FALLO,8,0x8259
0x7045C,0x70,0x45C,HIT,11,0xB45C
0x765B1,0x76,0x5B1,HIT,14,0xE5B1
0x7A5DF,0x7A,0x5DF,FALLO,9,0x95DF
0x5887A,0x58,0x87A,FALLO,12,0xC87A
0x117B4,0x11,0x7B4,FALLO,15,0xF7B4
0x20D4F,0x20,0xD4F,FALLO,17,0x11D4F
0x68619,0x68,0x619,HIT,26,0x1A619
0x2B902,0x2B,0x902,FALLO,18,0x12902
0x68946,0x68,0x946,HIT,26,0x1A946
0x6787C,0x67,0x87C,HIT,23,0x1787C
0x482CB,0x48,0x2CB,HIT,2,0x22CB
0x192E3,0x19,0x2E3,FALLO,20,0x142E3
0x6216A,0x62,0x16A,FALLO,22,0x1616A
0x2C811,0x2C,0x811,FALLO,28,0x1C811
0x73316,0x73,0x316,FALLO,29,0x1D316
0x599AF,0x59,0x9AF,FALLO,0,0x9AF
0x6DC8D,0x6D,0xC8D,FALLO,3,0x3C8D
0x45587,0x45,0x587,FALLO,5,0x5587
0x32D23,0x32,0xD23,FALLO,6,0x6D23
0x4BC3C,0x4B,0xC3C,FALLO,7,0x7C3C
0x32845,0x32,0x845,HIT,6,0x6845
0x4469B,0x44,0x69B,FALLO,10,0xA69B
0x58DB6,0x58,0xDB6,HIT,12,0xCDB6
0x2659A,0x26,0x59A,FALLO,11,0xB59A
0x548BB,0x54,0x8BB,FALLO,13,0xD8BB
0x4B24C,0x4B,0x24C,HIT,7,0x724C
0xD123,0xD,0x123,HIT,21,0x15123
0x6E54F,0x6E,0x54F,FALLO,14,0xE54F
0x28433,0x28,0x433,FALLO,16,0x10433
0x748E6,0x74,0x8E6,FALLO,19,0x138E6
0x1585C,0x15,0x85C,FALLO,23,0x1785C
0x68724,0x68,0x724,HIT,26,0x1A724
0x2399E,0x23,0x99E,FALLO,24,0x1899E
0x21FDD,0x21,0xFDD,FALLO,25,0x19FDD
0x77C30,0x77,0xC30,FALLO,27,0x1BC30
0x4A9ED,0x4A,0x9ED,FALLO,30,0x1E9ED
0x64075,0x64,0x75,HIT,4,0x4075
0x31DF4,0x31,0xDF4,FALLO,31,0x1FDF4
0x74AD4,0x74,0xAD4,HIT,19,0x13AD4
0x35D61,0x35,0xD61,FALLO,1,0x1D61
0x1BDA7,0x1B,0xDA7,FALLO,2,0x2DA7
0x54DB1,0x54,0xDB1,HIT,13,0xDDB1
0x61BD2,0x61,0xBD2,FALLO,8,0x8BD2
0x4BB75,0x4B,0xB75,HIT,7,0x7B75
0x6876,0x6,0x876,FALLO,9,0x9876
0x253AE,0x25,0x3AE,FALLO,12,0xC3AE
0x6BAC8,0x6B,0xAC8,FALLO,15,0xFAC8
0x6C5F4,0x6C,0x5F4,FALLO,17,0x115F4
0x22B3,0x2,0x2B3,FALLO,18,0x122B3
0x5D082,0x5D,0x82,FALLO,20,0x14082
0x4F486,0x4F,0x486,FALLO,21,0x15486
0x18AEE,0x18,0xAEE,FALLO,22,0x16AEE
0x790EF,0x79,0xEF,FALLO,26,0x1A0EF
0x3B8D3,0x3B,0x8D3,FALLO,28,0x1C8D3
0x13527,0x13,0x527,FALLO,29,0x1D527
0x7649B,0x76,0x49B,FALLO,0,0x49B
0x39625,0x39,0x625,FALLO,3,0x3625
0x1385E,0x13,0x85E,HIT,29,0x1D85E
0x5C2D9,0x5C,0x2D9,FALLO,4,0x42D9
0x4161E,0x41,0x61E,FALLO,5,0x561E
0x604B2,0x60,0x4B2,FALLO,6,0x64B2
0x38DE1,0x38,0xDE1,FALLO,10,0xADE1
0x750E1,0x75,0xE1,FALLO,11,0xB0E1
0x1409A,0x14,0x9A,FALLO,13,0xD09A
0x1E8F9,0x1E,0x8F9,FALLO,14,0xE8F9
0x35E9D,0x35,0xE9D,HIT,1,0x1E9D
0x33788,0x33,0x788,FALLO,16,0x10788
0x19ED5,0x19,0xED5,FALLO,19,0x13ED5
0x2BDD1,0x2B,0xDD1,FALLO,23,0x17DD1
0x1C61F,0x1C,0x61F,FALLO,24,0x1861F
0x785A3,0x78,0x5A3,FALLO,25,0x195A3
0x37FEE,0x37,0xFEE,FALLO,27,0x1BFEE
0x680B9,0x68,0xB9,FALLO,30,0x1E0B9
0x43258,0x43,0x258,FALLO,31,0x1F258
0x5B207,0x5B,0x207,FALLO,2,0x2207
0x79291,0x79,0x291,HIT,26,0x1A291
0x7FFFA,0x7F,0xFFA,FALLO,7,0x7FFA
0x641BA,0x64,0x1BA,FALLO,8,0x81BA
0x52EC4,0x52,0xEC4,FALLO,9,0x9EC4
0x2FF28,0x2F,0xF28,FALLO,12,0xCF28
0x32A7E,0x32,0xA7E,FALLO,15,0xFA7E
0x26ED8,0x26,0xED8,FALLO,17,0x11ED8
0x2A1A4,0x2A,0x1A4,FALLO,18,0x121A4
0x28BD9,0x28,0xBD9,FALLO,20,0x14BD9
0x86D7,0x8,0x6D7,FALLO,21,0x156D7
0x6381E,0x63,0x81E,FALLO,22,0x1681E
0x33252,0x33,0x252,HIT,16,0x10252
0x68661,0x68,0x661,HIT,30,0x1E661
0x770E1,0x77,0xE1,FALLO,28,0x1C0E1
0x7F429,0x7F,0x429,HIT,7,0x7429
0x65728,0x65,0x728,FALLO,29,0x1D728
0x9201,0x9,0x201,FALLO,0,0x201
0xC78C,0xC,0x78C,FALLO,1,0x178C
0x412F1,0x41,0x2F1,HIT,5,0x52F1
0x690D3,0x69,0xD3,FALLO,3,0x30D3
0x542A6,0x54,0x2A6,FALLO,4,0x42A6
0x4144D,0x41,0x44D,HIT,5,0x544D
0x1CB60,0x1C,0xB60,HIT,24,0x18B60
0x38E4C,0x38,0xE4C,HIT,10,0xAE4C
0x7A546,0x7A,0x546,FALLO,6,0x6546
0x3715,0x3,0x715,FALLO,11,0xB715
0x197C0,0x19,0x7C0,HIT,19,0x137C0
0x5C55C,0x5C,0x55C,FALLO,13,0xD55C
0x1EB91,0x1E,0xB91,HIT,14,0xEB91
0x1CEBD,0x1C,0xEBD,HIT,24,0x18EBD
0x19B96,0x19,0xB96,HIT,19,0x13B96
0x5C7F4,0x5C,0x7F4,HIT,13,0xD7F4
0x64E3B,0x64,0xE3B,HIT,8,0x8E3B
0x7A16E,0x7A,0x16E,HIT,6,0x616E
0x211D,0x2,0x11D,FALLO,23,0x1711D
0x1473D,0x14,0x73D,FALLO,25,0x1973D
0x34FC6,0x34,0xFC6,FALLO,26,0x1AFC6
0x3B8A9,0x3B,0x8A9,FALLO,27,0x1B8A9
0x7C067,0x7C,0x67,FALLO,30,0x1E067
0x37F66,0x37,0xF66,FALLO,31,0x1FF66
0x388B7,0x38,0x8B7,HIT,10,0xA8B7
0x6896E,0x68,0x96E,FALLO,2,0x296E
0x408E,0x4,0x8E,FALLO,5,0x508E
0x6141F,0x61,0x41F,FALLO,7,0x741F
0x54522,0x54,0x522,HIT,4,0x4522
0x44759,0x44,0x759,FALLO,9,0x9759
0x774F3,0x77,0x4F3,HIT,28,0x1C4F3
0x446D4,0x44,0x6D4,HIT,9,0x96D4
0x5C9D4,0x5C,0x9D4,HIT,13,0xD9D4
0x295D9,0x29,0x5D9,FALLO,12,0xC5D9
0x753D,0x7,0x53D,FALLO,14,0xE53D
0x4684E,0x46,0x84E,FALLO,15,0xF84E
0x1F06D,0x1F,0x6D,FALLO,16,0x1006D
0x64C86,0x64,0xC86,HIT,8,0x8C86
0x30EA3,0x30,0xEA3,FALLO,17,0x11EA3
0x3492F,0x34,0x92F,HIT,26,0x1A92F
0x3C64B,0x3C,0x64B,FALLO,18,0x1264B
0x427A9,0x42,0x7A9,FALLO,19,0x137A9
0x178E0,0x17,0x8E0,FALLO,20,0x148E0
0x2DF4D,0x2D,0xF4D,FALLO,21,0x15F4D
0x620B6,0x62,0xB6,FALLO,22,0x160B6
0x1DF0F,0x1D,0xF0F,FALLO,24,0x18F0F
0x7BEA5,0x7B,0xEA5,FALLO,29,0x1DEA5
0x62092,0x62,0x92,HIT,22,0x16092
0x9EF4,0x9,0xEF4,HIT,0,0xEF4
0x291B2,0x29,0x1B2,HIT,12,0xC1B2
0x45B28,0x45,0xB28,FALLO,1,0x1B28
0x2F76C,0x2F,0x76C,FALLO,3,0x376C
0x50241,0x50,0x241,FALLO,6,0x6241
0x43808,0x43,0x808,FALLO,10,0xA808
0x338F7,0x33,0x8F7,FALLO,11,0xB8F7
0x212,0x0,0x212,FALLO,13,0xD212
0x6E4D5,0x6E,0x4D5,FALLO,23,0x174D5
0x75C5D,0x75,0xC5D,FALLO,25,0x19C5D
0x6D157,0x6D,0x157,FALLO,26,0x1A157
0x6066D,0x60,0x66D,FALLO,27,0x1B66D
0x365CE,0x36,0x5CE,FALLO,28,0x1C5CE
0x4A023,0x4A,0x23,FALLO,30,0x1E023
0x78237,0x78,0x237,FALLO,31,0x1F237
0x6368C,0x63,0x68C,FALLO,0,0x68C
0x2CDE4,0x2C,0xDE4,FALLO,2,0x2DE4
0x6D580,0x6D,0x580,HIT,26,0x1A580
0x53C0B,0x53,0xC0B,FALLO,4,0x4C0B
0x164C7,0x16,0x4C7,FALLO,5,0x54C7
0x5B897,0x5B,0x897,FALLO,7,0x7897
0x7EAC7,0x7E,0xAC7,FALLO,8,0x8AC7
0x62A5B,0x62,0xA5B,HIT,22,0x16A5B
0x3BBF2,0x3B,0xBF2,FALLO,9,0x9BF2
0x5785D,0x57,0x85D,FALLO,12,0xC85D
0x67C54,0x67,0xC54,FALLO,14,0xEC54
0xB7E0,0xB,0x7E0,FALLO,15,0xF7E0
0x454F3,0x45,0x4F3,HIT,1,0x14F3
0x2D245,0x2D,0x245,HIT,21,0x15245
0x5AAEA,0x5A,0xAEA,FALLO,16,0x10AEA
0x23CE8,0x23,0xCE8,FALLO,17,0x11CE8
0x4F2FB,0x4F,0x2FB,FALLO,18,0x122FB
0x54F48,0x54,0xF48,FALLO,19,0x13F48
0x5B9D4,0x5B,0x9D4,HIT,7,0x79D4
0x4FD51,0x4F,0xD51,HIT,18,0x12D51
0x290AC,0x29,0xAC,FALLO,20,0x140AC
0x778FE,0x77,0x8FE,FALLO,24,0x188FE
0x70F1,0x7,0xF1,FALLO,29,0x1D0F1
0x1BE34,0x1B,0xE34,FALLO,3,0x3E34
0x371EF,0x37,0x1EF,FALLO,6,0x61EF
0x4128D,0x41,0x28D,FALLO,10,0xA28D
0x2EC29,0x2E,0xC29,FALLO,11,0xBC29
0x62D1E,0x62,0xD1E,HIT,22,0x16D1E
0x48891,0x48,0x891,FALLO,13,0xD891
0x3E626,0x3E,0x626,FALLO,21,0x15626
0x32E05,0x32,0xE05,FALLO,23,0x17E05
0x5A07,0x5,0xA07,FALLO,25,0x19A07
0x7C3C3,0x7C,0x3C3,FALLO,26,0x1A3C3
0x1925D,0x19,0x25D,FALLO,27,0x1B25D
0x65B7A,0x65,0xB7A,FALLO,28,0x1CB7A
0x6B760,0x6B,0x760,FALLO,30,0x1E760
0xDD67,0xD,0xD67,FALLO,31,0x1FD67
0x62F87,0x62,0xF87,HIT,22,0x16F87
0x45FB9,0x45,0xFB9,HIT,1,0x1FB9
0x12100,0x12,0x100,FALLO,0,0x100
0x7E3BF,0x7E,0x3BF,HIT,8,0x83BF
0x56773,0x56,0x773,FALLO,2,0x2773
0x3F215,0x3F,0x215,FALLO,4,0x4215
0x1EF94,0x1E,0xF94,FALLO,5,0x5F94
0x14FD9,0x14,0xFD9,FALLO,7,0x7FD9
0x83D3,0x8,0x3D3,FALLO,9,0x93D3
0x3D8CD,0x3D,0x8CD,FALLO,12,0xC8CD
0x89EE,0x8,0x9EE,HIT,9,0x99EE
0x4111A,0x41,0x11A,HIT,10,0xA11A
0x54DDA,0x54,0xDDA,HIT,19,0x13DDA
0x1C709,0x1C,0x709,FALLO,14,0xE709
0x409B,0x4,0x9B,FALLO,15,0xF09B
0x29298,0x29,0x298,HIT,20,0x14298
0x6C5EE,0x6C,0x5EE,FALLO,16,0x105EE
0x4F61D,0x4F,0x61D,HIT,18,0x1261D
0x64A9B,0x64,0xA9B,FALLO,17,0x11A9B
0x7CE66,0x7C,0xE66,HIT,26,0x1AE66
0x441D7,0x44,0x1D7,FALLO,24,0x181D7
0x2ED69,0x2E,0xD69,HIT,11,0xBD69
0x1CB64,0x1C,0xB64,HIT,14,0xEB64
0x15037,0x15,0x37,FALLO,29,0x1D037
0x1F080,0x1F,0x80,FALLO,1,0x1080
0x352BA,0x35,0x2BA,FALLO,3,0x32BA
0x17CF,0x1,0x7CF,FALLO,6,0x67CF
0x33C80,0x33,0xC80,FALLO,8,0x8C80
0x19196,0x19,0x196,HIT,27,0x1B196
0x79452,0x79,0x452,FALLO,13,0xD452
0x2F3BD,0x2F,0x3BD,FALLO,18,0x123BD
0x1A031,0x1A,0x31,FALLO,19,0x13031
0x6D219,0x6D,0x219,FALLO,20,0x14219
0x58B09,0x58,0xB09,FALLO,21,0x15B09
0x4BA97,0x4B,0xA97,FALLO,22,0x16A97
0x573CA,0x57,0x3CA,FALLO,23,0x173CA
0x45079,0x45,0x79,FALLO,25,0x19079
0x4C45A,0x4C,0x45A,FALLO,26,0x1A45A
0x8E6B,0x8,0xE6B,HIT,9,0x9E6B
0x35A8B,0x35,0xA8B,HIT,3,0x3A8B
0x604FA,0x60,0x4FA,FALLO,28,0x1C4FA
0x790A,0x7,0x90A,FALLO,30,0x1E90A
0x51C0F,0x51,0xC0F,FALLO,31,0x1FC0F
0x3D680,0x3D,0x680,HIT,12,0xC680
0x651EB,0x65,0x1EB,FALLO,0,0x1EB
0x5CBEA,0x5C,0xBEA,FALLO,2,0x2BEA
0x5362D,0x53,0x62D,FALLO,4,0x462D
0x2DF3C,0x2D,0xF3C,FALLO,5,0x5F3C
0x7BA37,0x7B,0xA37,FALLO,7,0x7A37
0x7D81B,0x7D,0x81B,FALLO,10,0xA81B
0x26CED,0x26,0xCED,FALLO,11,0xBCED
0x41661,0x41,0x661,FALLO,14,0xE661
0x48C44,0x48,0xC44,FALLO,15,0xFC44
0x2E50F,0x2E,0x50F,FALLO,16,0x1050F
0x4E024,0x4E,0x24,FALLO,17,0x11024
0x19A0D,0x19,0xA0D,HIT,27,0x1BA0D
0x79861,0x79,0x861,HIT,13,0xD861
0x4F30C,0x4F,0x30C,FALLO,24,0x1830C
0x2F0EB,0x2F,0xEB,HIT,18,0x120EB
0x462A7,0x46,0x2A7,FALLO,29,0x1D2A7
0x7550C,0x75,0x50C,FALLO,1,0x150C
0x5A72A,0x5A,0x72A,FALLO,3,0x372A
0x31618,0x31,0x618,FALLO,6,0x6618
0x23BC2,0x23,0xBC2,FALLO,8,0x8BC2
0x2FEE1,0x2F,0xEE1,HIT,18,0x12EE1
0x76F11,0x76,0xF11,FALLO,9,0x9F11
0x23DE5,0x23,0xDE5,HIT,8,0x8DE5
0x3DBF3,0x3D,0xBF3,HIT,12,0xCBF3
0x473EB,0x47,0x3EB,FALLO,19,0x133EB
0x66B0E,0x66,0xB0E,FALLO,20,0x14B0E
0x46E0,0x4,0x6E0,FALLO,21,0x156E0
0x2D8E6,0x2D,0x8E6,HIT,5,0x58E6
0x6A082,0x6A,0x82,FALLO,22,0x16082
0x38CC2,0x38,0xCC2,FALLO,23,0x17CC2
0x3FC3,0x3,0xFC3,FALLO,25,0x19FC3
0x20D1C,0x20,0xD1C,FALLO,26,0x1AD1C
0x3B455,0x3B,0x455,FALLO,27,0x1B455
0x170AB,0x17,0xAB,FALLO,28,0x1C0AB
0x2D442,0x2D,0x442,HIT,5,0x5442
0x22BFA,0x22,0xBFA,FALLO,30,0x1EBFA
0x2F0B2,0x2F,0xB2,HIT,18,0x120B2
0x18781,0x18,0x781,FALLO,31,0x1F781
0x56851,0x56,0x851,FALLO,0,0x851
0x682DC,0x68,0x2DC,FALLO,2,0x22DC
0x1CB8B,0x1C,0xB8B,FALLO,4,0x4B8B
0x32C9B,0x32,0xC9B,FALLO,7,0x7C9B
0x21F75,0x21,0xF75,FALLO,10,0xAF75
0x3FA7,0x3,0xFA7,HIT,25,0x19FA7
0x69501,0x69,0x501,FALLO,11,0xB501
0x30DFA,0x30,0xDFA,FALLO,12,0xCDFA
